Workout Date,Tag,Workout Header,Workout Full Details,Comments
"Thursday, April 11th, 2019",Completed,Workout,"A 10 SETS OF:
7 hang PWR snatch 55% odd sets thruster even sets 
7 no push up burpee box jump
100 meter run (each set run harder as you warm up)
4 MIN WALKING OR UNTIL HR GOES UNDER 100!
Results: Done at 120 - working off 215 max snatch 

Snatch rounds: 1:35/1:29/1:30/1:22/1:18

Thruster rounds: 1:29/1:25/1:22/1:18/1:15

Took ~ 50 minutes from start to finish.  Did 4 min of rest between rounds (didn’t have my Apple Watch today)

B Bulgarian Row:
5 sets of 15
rest 1 min
Results: Done

C SHOULDER STABLITY SERIES:
SLIDES UP WALL 12 REPS
TOUCHES IN PIKE 12
BANDED SIDE RAISES 12 PER SIDE
MONSTER WALKS UP WALL 12 (6 UP 6 DOWN)
REST 90 SECONDS
X 3 SETS
Results: Done

D Barbell Hip Thrust:
5 SETS OF 6-8 
GO HEAVIER
REST 60-90 SEC
Results: 115/145/195/215/235 all for 8 reps

E BIKE ZONE 1 30 MINS HR 65% RANGE:
THIS CAN BE DONE PM OR AFTER WORKOUT
Results: Home

","Jud Dean: loved the 10 set pace and to see the wt go up on bb hip thrust good day man
i am a the gym sat am 830-10"
"Wednesday, April 10th, 2019",Completed,Workout,"A building effort start slow increase effort:
15 mins of 
15 kb swings 
250 meter row
Results: Done

B 15 min bike nose only:

Results: Done

C 60 mins of sustainable effort:
5 wallwalks 
row 750 meters at approx 2:00 500 pace
farmer carry 100 meters 50lb dbs each hand
Results: 7 rnds plus 655

Got tough after 20 min, got real tough after 30 and never got easier.

",Jud Dean: good accumulaton work buddy engine is gonna grow
"Tuesday, April 9th, 2019",Completed,ALL TOGETHER,"A clean jerk work complex:
building load over 7 sets 
squat clean 
hang squat clean
front squat 
jerk
rest 2 -3 mins
Results: 185/205/215/225/235/245/255 (didn’t stand it all the way up)

B db bent over seesaw row (alt row):
5 sets of 12-16 (so 6-8 per side)
Results: 25x1
30x2
35x2

C prone flat bench I-T-Y:
up and down equals a rep for 5 reps
x 3 sets 
rest 1min to 90 seconds
Results: 3lb x 1 set
5lb x 2 set

D L sit work x3:
30 sec holds
rest 90 seconds to 2 mins
Results: Done

E for time:
50 doubles
10 bar muscle ups 
20 pwr snatch 135lbs
50 doubles
20 clean and jerk 135
50 doubles
20 CAL ROW
20 CAL SKI
50 doubles
20 thrusters 135lbs
50 doubles
10 ring muscle ups
Results: 17:25
Bar Mu - 1/6/3
Du - most 30/20 (first was 50)
Thrusters - 5/5/5/5
Ring - 6/4 (could have had straighter legs - got sloppy)

F back ext ghd:
5 sets of 10
slowly add band resistance
Results: Blue and red bands x 5 reps

",Jud Dean: overall very solid day!!!! as we tire we will nee dmore hip drive so legs can bend a little on the up the key is not letting them bend on the back!!!!
"Monday, April 8th, 2019",Completed,Rest day,,
"Sunday, April 7th, 2019",Completed,10 SETS,"A 10 SETS:
60 SEC BIKE or ROW or ski if at box
30 SEC REST
30 SEC Hanging knee tuck 
30 SEC REST
30 sec dip hold
Results: All ski was between 1:58 and 2:02

Did the dip for the first 5 sets and held it in a 1/2 way to the bottom position. Too much pain in the shoulder to go below that. Started to hurt so I went to a push up hold position (in the bottom) for the last 5.

B 6 SETS OF:
10 Push press BUILD UP LOAD
10 WALKING LUNGES WITH DBS BUILD UP LOAD

3 WARM UP SETS BUILDING LOAD
3 WORKING SETS STATTIC LOAD
REST 90 SECONDS TO 2 MINS
Results: 95 and 35lb db (db in clean pos)
105 and 35 (db oh)
115 and 45 (db at waist)

135 and 50x3 (db at waist)

C 100 band pull apart and iron scap:

Results: Done both

","Todd Roselle: Joints are quite sore. Thinking it’s from going heavy for the first time in a long time this week. Will make sure I’m taking the fish oil more regularly.
Jud Dean: DIP HOLD IS LOCKED OUT ( AT THE TOP) NOT AT THE BOTTOM

YES GET OIL UP AND BODY TREATMENT YES JOINTS WORK MORE ON HEAVIER DAY."
"Saturday, April 6th, 2019",Completed,hike walk travel move 60 mins,"A Walk wear 10lb vest!:

Results: Done at the beach!

",Jud Dean: CANT BEAT IT
"Friday, April 5th, 2019",Completed,Workout,"A Snatch MAX FOR THE DAY:
15 MINS TO FIND A MAX ONCE WARMED UP 
3 MISSES IS DONE
Results: 215.  Post surgery PR. On the max attempts, remember to keep your upper back even tighter than you think you need to. Keep feet on the floor just a little bit longer. Dip down just a little more too. This was a power snatch

B TAKE 85% OF TODAYS MAX ( NOT YOUR LIFE PR) TODAYS LIFT!:
8 SETS OF 1 AT 85% OF TODAYS BEST
REST 2 MINS
Results: All done at 185. Missed 1, 6, 7. Got the rest. Just need to think and not go through the motions.

C Clean and Jerk MAX FOR THE DAY:
15 MISN TO FIND MAX ONCE WARMED UP 
3 MISSES IS DONE
Results: 255, post surgery split jerk max

D TAKE 85% OF TODAYS MAX (NOT YOUR LIFE PR) TODAYS LIFT!:
6 SETS OF 1 AT 85% OF TODAYS BEST 
REST 2 MINS
Results: 215x6. Got them all and the split work was good. Rear foot hitting before the front foot

E Front SquatS:
85% OF CURRENT PR FRON SQUAT FOR 3 SETS OF 2
Results: 285, based off 335 max fs

F zone 1 bike 15-20 mins:

Results: Done

G prone incline rear delts 3 sets of 30:
rest 90 sec
Results: 5lb

",Jud Dean: Awesome day man
"Thursday, April 4th, 2019",Completed,Workout,"A strength work for all rest 1 min set 1-2 build sets 3-5 static heavy:
5 sets of 6-8 lat pull down
Results: Ok

B 5 sets of 6-8 leg ext:

Results: 100/140/180x3 (can go up)

C 5 sets of 6-8 plate loaded row:

Results: 1 45lb plate on ea side / 2 45lb plate one ea side 
2 45s and a 25 x 3 sets (good wt)

D 5 sets of 6-8 single leg leg press:

Results: 10lb ea side/ 20 lb ea side / 35lb ea side x 3 sets (can go up next time)

E 30 mins of sustainable E3min:
yoke carry down and back
row remaining 3 mins x 5 sets
then switch yoke and bike
Results: This was good. Jet row between 1:56 and 2min, kept bike around 55/56 rpm. 25 lb on ea peg of the yoke

F 12 mins amrap goal control first 4 mins dont burn up:
2 rope climbs
8 box db step overs 35's
12 thrusters 95lbs
Results: This one was tricky.  4 rounds plus 8 reps

1 - 2:02
2 - 2:33
3 - 2:42
4 - 3:12
Plus 8 reps

G iron scap:

Results: Done

",No comments
"Wednesday, April 3rd, 2019",Completed,Rest day,,
"Tuesday, April 2nd, 2019",Completed,Workout,"A sustainable effort work:
50 air squats unbroken
50 double unders 
20 ring push ups 
rest 60 sec -2 mins to keep squats unbroken
x 6 sets
Results: 2:06
1:54
1:54
1:57
1:54
1:54

B 3-5 sec rolling start then 12 sec bike max effort all you got:
rest 1:48-2:48 keep an eye on watts they should stay very high!!!!
rest as needed to keep watts at highest level if they fall rest longer
x 10 sets
Results: Terrible.  Done.

C hamstring curls superset with cable row:
5 sets of 20 of each
rest 90 seconds
Results: 60/60/70/70/70
120/120/130/130/140

",Jud Dean: terible hahaaha good work buddy!!
"Monday, April 1st, 2019",Completed,Rest day,,
"Sunday, March 31st, 2019",Completed,walk hike bike outside play,"A 45 mins to 1 hr:

Results: Canal walk and tag w the girls.

",Jud Dean: Love it man!!!!
"Saturday, March 30th, 2019",Completed,with me,"A with me:

Results: Done

",No comments
"Friday, March 29th, 2019",Completed,Rest day,,
"Thursday, March 28th, 2019",Completed,Workout,"A 7 SETS OF:
7 TNG PWR CLEANS 65%
10 BAR FACING BURPEE
20 SEC BIKE 
4 MIN WALKING OR UNTIL HR GOES UNDER 100!
Results: 1:13 (started after 3 min)
1:16
1:15
1:17
1:16
1:18
1:16

B 100 RING ROWS:

Results: Done

C SHOULDER STABLITY SERIES:
SLIDES UP WALL 12 REPS
TOUCHES IN PIKE 12
BANDED SIDE RAISES 12 PER SIDE
MONSTER WALKS UP WALL 12 (6 UP 6 DOWN)
REST 90 SECONDS
X 3 SETS
Results: Done - this was tough but good

D Barbell Hip Thrust:
5 SETS OF 6-8 
GO HEAVIER
REST 60-90 SEC
Results: 95/135/185/225/225 - all sets of 8. Big win

E BIKE ZONE 1 30 MINS HR 65% RANGE:
THIS CAN BE DONE PM OR AFTER WORKOUT
Results: Done at home

",Jud Dean: GOOD MAN!!!! GETTING THAT PM IN
"Wednesday, March 27th, 2019",Completed,Rest day,,
"Tuesday, March 26th, 2019",Completed,Workout,"A 5 RDS BUILDING EFFORT EACH ROUND OF:
20 CAL BIKE
20 GHD SIT UPS 
20 DB BOX STEP OVERS 20 INCH HOLDING 30S
20 BURPEE
20 CAL ROW
20 WALLBALL SHOTS
REST 3 MINS
Results: 8:24
7:32
7:47
7:50
7:43 (without the last 20 win)

Need to pace better and also be able to push later while fatigued. I def feel like those later rounds are so tough

B 10 MIN MOBILITY WORK!:

Results: Done

C TRICEP PRESS DOWNS SUPERSET WITH HAMSTRING CURLS:
4 SETS OF 20 REPS OF EACH MOVEMENT
REST 60 SECONDS
Results: Press downs - 60/70/80/80

On these press downs I was feeling pain in the labrum (front) when pressing out.  I just think it’s because we’ve been staying away from it with weight and there is still something going on in there

I felt the back of the shoulder (pain in labrum) on the wall balls in part one (just like in 19.1).  It will likely be gone tomorrow but it’s still there

Hamstring curls - 60/60/70/70

","Jud Dean: BE SURE TO ADD IN SLEEPER STRETCH SLAM BALL HANDCUFF AND BAND HANDCUFF THOSE ARE BIG CAPSAL STRETCHES U WILL NEED TO HELP THAT TOO
Jud Dean: YES AGEE ON ENGINE EVAL! I THINK THE SAME"
"Monday, March 25th, 2019",Completed,Workout,"A 10 sets of:
3 min row odd sets 
3 min bike even sets
20 kb swings 24kg every 3 mins
Results: Done!!
Tried to keep the row under 1:50 and the bike over 58 rpm. 
Took a little break after the 3rd round.

B Half Turkish Get-Up:
30 reps
switch arms every 3 reps
Results: Done - 30lb db

C 5 sets of 5:
glute ham raises
rest 90 seconds
Results: Done

",No comments
"Sunday, March 24th, 2019",Completed,FLOW RECOVERY,"A 40 SEC WORK 20 SEC SWITCH X 7 SETS:
BIKE
LUNGE
ROW
PUSH UPS 
RING ROW
SIT UPS BUTTERFLY
Results: Done!  Felt better after this.

B Walk GET OUTSIDE HIKE BEACH TRAIL WHATEVER JUST BE OUTDOORS IN THE SUN:
30-45 MINS MOVING STEADY STATE PACE WALK FLUSH LEGS!
Results: And done

",Jud Dean: YES THIS IS TO FLUSH MAN GOTTA FLUSH BACK TO WORK TOMORROW FOR THE RIDE TO THE QUALIFER!!!
"Saturday, March 23rd, 2019",Completed,Rest day,,
"Friday, March 22nd, 2019",Completed,OPEN 19.4 FRIDAY NIGHT STYLE 5PM-7PM,"A LETS STAMP OUR TICKET!:

Results: 14:50

",No comments
"Thursday, March 21st, 2019",Completed,Workout,"A 20 MIN AMRAP (JUST GETTING HOT AND MOVING):
8 cal bike
8 bb oh shrug
6 scap dips
4 ring scap pulls
2 push up plus
Results: Done

B 10 MINS MOBILITY:

Results: Done

C 24 MIN EMOM WITH SOME SNAP TO IT:
MIN 1 20 SEC BIKE 5 THRUSTERS 95LBS 
MIN 2 20 SEC ROW 5 CTB PULL UPS 
MIN 3 6 BURPEE 6 BOX JUMPS
Results: Felt good

D 10 MIN MOBILITY WORK:

Results: Done

E SEATED CABLE ROW SUPERSET WITH PRONE INLICE REVERSE SUPERMAN:
3 SETS SUPERSET OF 15 OF EACH LIGHT JUST POSTURE WORK
Results: 130/140/140
7.5 - fixed the form w Jud

F 15 MIN ZONE 1 BIKE:

Results: Home

",Jud Dean: Solid day and learning to keep that brace!!! Making all things ab work!!!
"Wednesday, March 20th, 2019",Completed,Rest day,,
"Tuesday, March 19th, 2019",Completed,TODD AND PAUL A+B+C THEN SEPERATE,"A Lat Pull DownS (UNDERHAND GRIP) or strict underhand chin ups:
3 WORKING SETS OF 12 REPS 
ALL REPS WORKING 3 SEC NEGATIVE
REST 60-90 SEC
Results: 140x3

B STANDING BENT OVER DB ROW WITH ONE ARM BRACED TO RIG:
3 WORKING SETS OF 12
REST60-90 SEC 
WORKING 3 SEC NEGATIVES
Results: 50x3 - straps for last set

C Back SquatS:
5 SETS OF 3 AT 80% RANGE 
NORMAL TEMPO
REST 2 MIN FOCUS MOBILITY
Results: 320x5

D ghd hip ext keep ribs down:
7 SETS OF 15-20 add wt if easy form focus keep ribs down dont extend back
REST 60-90 SECONDS
Results: 7x20 w 25 lb wt

E 20 MINS OF AEROBIC WORK HR 65-70%:
250 METER SKI
12 ALT PISTOLS 
12 BULGARIAN ROW 
12 HR PUSH UPS
Results: Done!

F Bulgarian Row:

Results: 

",Jud Dean: READY!!!!
"Monday, March 18th, 2019",Completed,LET ME KNOW HOW HANDS ARE DOING AND RECOVERY. HOW THE SCORE IS LOOKING AS WELL I THINK IT SHOULD BE FINE KILLIAN FINISHED IN HIGH 10 RANGE AND YOU SAW GREG AND THEH ARE MUSCLE UP FREAKS,"A 45 MIN BIKE ZONE 1 HR 65-75% STEADY:
WORK 2:30 NOSE ONLY 2:30 BREATH NORMAL AND TRY TO WORK A LITTLE HARDER ON THE NORMAL BREATHING
Results: Done

",No comments
"Sunday, March 17th, 2019",Completed,Workout,"A 250 ROW REPEATS:
250 METER ROW AT 145 (500 PACE)
REST 1 MIN
X 8 SETS
REST 3 MINS AFTER SET 4
Results: 1 - 52.5, 1:45.0, 29 strokes/min
2 - 52.4, 1:44.8, 28
3 - 52.3, 1:44.6, 28
4 - 52.4, 1:44.8, 28
Break
5 - 52.4, 1:44.8, 28
6 - 52.4, 1:44.8, 27
7 - 52.4, 1:44.8, 28
8 - 52.3, 1:44.6, 27

B Standing Dumbbell External Rotation:
3 SETS OF 12
Results: 5 lb
Tender in the front of the right shoulder as I began each raise.  Once I got above half way it was fine.  The way down, after getting back to half way wasn’t quite as bad. 
Good broccoli

C Single Arm Elbow on Knee External Rotation:
3 SETS OF 10
Results: 8 lb

","Jud Dean: GET 2.5 LBS PLATES MAY NEED THEM FOR A FEW SETS ON THAT STANDING EXTERNAL ROTATION WORK...OR BEFORE YOU DO IT DO SLEEPER STRETCH THAT IS ONE YOU SHOULD BE ADDING IN PRE WORKOUT AND POST ON ANY UPPER DAY!

DUDE THOSE ROWS ARE SICK!! PERFECT PERFECT WORK!!!"
"Saturday, March 16th, 2019",Completed,Rest day,,
"Friday, March 15th, 2019",Completed,OPEN 19.4,"A OPEN 19.4:

Results: 27 bar MU

",No comments
"Thursday, March 14th, 2019",Completed,Workout,"A 30 MIN AMRAP (JUST GETTING HOT AND MOVING):
8 cal bike
8 bb oh shrug
6 scap dips
4 ring scap pulls
2 push up plus
Results: Done

B 10 MINS MOBILITY:

Results: Done

C 20 MINS OF SUSTAINABLE WORK:
HR 60-65%
10 CAL ROW 
10 WALLBALL ODD SETS BURPEE EVEN SETS 
10KB SWINGS 
50 SINGLE UNDERS
Results: Done

D 10MINS MOBILITY:

Results: Done

E SEATED CABLE ROW SUPERSET WITH PRONE INLICE REVERSE SUPERMAN:
3 SETS SUPERSET OF 15 OF EACH LIGHT JUST POSTURE WORK
Results: 120 & 7.5 for 3 sets

",No comments
"Wednesday, March 13th, 2019",Completed,Rest day,,
"Tuesday, March 12th, 2019",Completed,MOVEMENT SQUAT WORK ACCESSORY ( SAME AS PAUL),"A MOVEMENT WORK:
30 MIN OF 
45 SEC BIKE
45 SEC SKI
45 SEC PLANK
45 SEC WALLSIT
LUNGE TO THE BIKE OR BEAR CRAWL TO THE BIKE TO START AGAIN
Results: Done

B Back SquatS:
10-10-10 WARM UP SETS
8-6-4 BUILD UP SETS
5 SETS OF 3 AT 75% OR MORE 
RESTING 3 MINS BETWEEN WORKING SETS
2 MINS BETWEEN BUILD UP SETS DOING MOBILITY

ONCE DONE SQUATS BURNER TIME 
10 MIN MAX CALS ON BIKE!
Results: 135/185/225
245/275/305/
325
340
350
365
375 X

C SEATED CABLE ROW SUPERSET WITH PRONE INLICE REVERSE SUPERMAN:
5 SETS OF 15 ON BOTH
REST 1 MIN
Results: Ran out of time

D BAND PRESS DOWN 100:

Results: Home

E BAND FACE PULL 100:

Results: Home

F SHOULDER BAND SERIES I WILL SHOW YOU THIS !:

Results: Done... Satan, but good.

Band around wrist, elbows on the wall, up and down
Band around wrist, pike position, walk 
Side raises with 3 sec negative, band on ground
Victory (purple bands from bottom) - 3 sec neg

","Jud Dean: TRY NOT TO SKIP THE THINGS THAT WILL REALLY HELP THAT SHOULDER EVEN IF THAT MEANS YOU HAVE TO DO THAT FIRST WITHOUT PAUL TO BE SURE THAT WORK IS DONE ON DAYS YOU TRAIN WITH HIM
Todd Roselle: Ok, note taken.
Jud Dean: see u in the am dude!"
"Monday, March 11th, 2019",Completed,redo!!!!,"A redo!:

Results: Done

",No comments
"Sunday, March 10th, 2019",Completed,Rest day,,
"Saturday, March 9th, 2019",Completed,OPEN 19.3 AT GYM WITH US,"A 19.3:

Results: 127

",No comments
"Friday, March 8th, 2019",Completed,Rest day,,
"Thursday, March 7th, 2019",Completed,SAME AS PAUL FOR A THEN YOUR ARE SEPERATE,"A 30 MIN AMRAP:
8 cal bike
8 bb oh shrug
6 scap dips
4 ring scap pulls
2 push up plus
Results: Done

10lbs ea side on BB

B FLAT CHEST PRESS PROTRACTION HOLDS AND PRONE INCLINE ROW RETRACTION HOLDS:
12-15 OF EACH 
I WILL SHOW YOU THESE 
X 4 SETS
Results: 20/25/30/35
20/20/20/20

C Back SquatS SUPERSET WITH POWER SKIPS 6 SKIPS:
5 WORKING SETS OF 5 AT 60-70%
REST 3 MINS ON WORKING SETS 
HITTING MOBLIITY FOR BOTH UPPER AND LOWER BODY
Results: 245/265/275/275/275

D ZONE 1 BIKE INTERVAL THEN Z1 BIKE:
10 MINS NOSE ONLY
10 MINS 10 HARD HARD 50 EASY
10 MINS NOSE ONLY
Results: Done

","Jud Dean: perfect day buddy
tomorrow hit your crossover and massage and hydrate!!"
"Wednesday, March 6th, 2019",Completed,Rest day,,
"Tuesday, March 5th, 2019",Completed,BACK,"A Lat Pull DownS (UNDERHAND GRIP) or strict underhand chin ups:
3 WORKING SETS OF 12 REPS 
ALL REPS WORKING 3 SEC NEGATIVE
REST 60-90 SEC
Results: 140/140/140

B STANDING BENT OVER DB ROW WITH ONE ARM BRACED TO RIG:
3 WORKING SETS OF 12
REST60-90 SEC 
WORKING 3 SEC NEGATIVES
Results: 40/50/50

C RACK DEADLIFTS JUST ABOVE THE KNEE:
3 WORKING SETS OF 12 REPS 
NORMAL TEMPO
REST 60-90 SEC
Results: 225/245/265

D T Bar Row OR PENDLAY ROW YOUR PICK:
3 WORKING SETS OF 12
NORMAL TEMPO
Results: 2(45)
2(45) + (25) x2

E ghd hip ext keep ribs down:
7 SETS OF 15-20 add wt if easy form focus keep ribs down dont extend back
REST 60-90 SECONDS
Results: 1: 20 reps 
2: 20 reps - 10 lbs
3: 30 reps - 10 lbs
4: 20 reps - 25 lbs
5: 20 reps - 35 lbs
6: 15 reps - 45 lbs
7: 15 reps - 45 lbs

F Rowing intervals:
3 sets of 1000 meter rows
resting 3 mins increasing efforts
Results: 3:52.6 - 1:56.3 - 21 strokes
3:42.9 - 1:51.4 - 24
3:38.8 - 1:49.4 - 25

",Jud Dean: perfect numbers solid reset day
"Monday, March 4th, 2019",Completed,REDO!,"A REDO:

Results: Done

B WARM UP SUGGESTIONS:
3 RDS EASY
8/10 CAL BIKE
10 ALT STEP UPS 20/24
10 SIT UPS 
10 AIR SQUATS
30 SINGLE UNDERS
Results: Done

C OPEN UP THESE AREAS MOBILITY/ STRETCH:
HIPS
BOTTOM OF SQUAT
LAT
SHOULDERS 
FRONT RACK
Results: Done

D BUILD TO A TOUGH CLEAN 80% RANGE:

Results: 265

E 3-4 SETS OF INCREASING EFFORT:
10/15 CAL ROW
5-10T2B PRACTICE PACE FOR WORKOUT
15-25 DOUBLE UNDERS
1-3 SQUAT CLEANS BUILDING WT EACH SET RD 1-R2 RD3 WTS

REST BY WALKING MOVING 2 MINS
Results: Done

F REST RECOVER FEEL GOOD DRINK P BREAK THEN RIP 19.2:

Results: Done

G TIPS:
TOES TO BAR SETS VERY SMALL EARLY EVEN SMALLER THEN YOU THINK
3-5S BUT MINDFUL THIS MEANS THE BREAKS MUST BE SHORT 2-3 SECONDS PAY ATTENTION TO THE CLOCK EARLY BREAKS EARLY MEANS WE CAN AVOID SINGLES LATE IF IT GOES TO TAHT YOU CANT WALK AROUND
GET A BAR SHORT ENOUGH YOU CAN TOUCH THE GROUND AND GO QUICKLY TO SINGLES NOT SPINNING AROUND SINGLES AND WALKING AROUND BUT SINGLE GO SINGLE GO SINGLE GO IF NEEDED! TRANSITONS MUST BE FAST FROM MOVEMENT TO MOVEMNT AS THERE IS BUILT IN REST ONCE YOU GET GOING WITH PLANNED BREAKS. SO DONE T2B GO GET YORU FIRST SET OF DOUBLES YORU BREAK IS COMING
DONT DOUBLES GO GET A CLEAN YOUR BREAK IS COMING
DONE CLEANS GO GET A SET OF T2B YORU BREAK IS COMING
WALKING FROM MOVEMENT TO MOVEMENT BREAK AND GO DONT WONDER OR HANDS ON KNEES NOTHING CAN BE WASTED WE NEED EVERY SECOND! MINDFUL MOVMENT AND TRUST YOUR STUFF!!!
Results: Thank you

",Jud Dean: back in the fight!! lets keep climbing
"Sunday, March 3rd, 2019",Completed,MOVING DAY 2,"A 7 SETS INCREASING EFFORT:
SO THINKING SETS 1-3 WARM UP
SETS 4-5 HARDER
SETS 6-7 WORK

20 CAL ROW
15KB SWINGS
10 BURPEE
5 BOX JUMP STEP DOWN
REST 3 MINS STRETCH
Results: Done

",No comments
"Saturday, March 2nd, 2019",Completed,Rest day,,
"Friday, March 1st, 2019",Completed,19.2,"A 19.2:

Results: 260

",No comments
"Thursday, February 28th, 2019",Completed,Rest day,,
"Wednesday, February 27th, 2019",Missed,10 SETS,"A 10 SETS:
60 SEC BIKE ODD SETS ROW EVEN
30 SEC REST
30 SEC Hanging knee tuck 
30 SEC REST
Results: 

B 6 SETS OF:
10 Push press BUILD UP LOAD
10 WALKING LUNGES WITH DBS BUILD UP LOAD

3 WARM UP SETS BUILDING LOAD
3 WORKING SETS STATTIC LOAD
REST 90 SECONDS TO 2 MINS
Results: 

C ALWAYS GETTING THE IRON SCAP AND PLYO IN! PLYO TO START IRON TO FINISH:

Results: 

",No comments
"Tuesday, February 26th, 2019",Completed,MOVEMENT SQUAT WORK ACCESSORY,"A MOVEMENT WORK:
30 MIN OF 
45 SEC BIKE
45 SEC SKI
45 SEC PLANK
45 SEC WALLSIT
LUNGE TO THE BIKE OR BEAR CRAWL TO THE BIKE TO START AGAIN
Results: Done

B Back SquatS:
10-10-10 WARM UP SETS
8-6-4 BUILD UP SETS
5 SETS OF 3 AT 75% OR MORE 
RESTING 3 MINS BETWEEN WORKING SETS
2 MINS BETWEEN BUILD UP SETS DOING MOBILITY
Results: 135/185/225
245/275/305
325
340
350
365
375 (only got 1)

C Prone Incline Reverse Superman superset ext rotation:
3 SETS OF 30 KEEP THESE LIGHT
Superset with 15 external rotation seated cross over sym
REST 1 MIN
Results: 7.5 x 3
Purple

D SEATED CABLE ROW superset incline machine press:
3 SETS OF 15 of each 
REST 1 MIN
Results: 120/130/130
45lb plate/ 45+10/45+10

E BAND PRESS DOWN 100:

Results: Red from high bar

F BAND FACE PULL 100:

Results: Red

",Jud Dean: NICE TEST SPIKE COMING SMOKE WEEK 2
